AREA:SIERRA
MODE_S
N045.10.10.825 E015.49.17.633
N050.53.24.000 E014.20.13.000
N050.53.19.000 E014.19.09.000
N050.53.19.000 E014.19.09.000
N050.53.02.000 E014.18.17.000
N050.53.02.000 E014.18.17.000
N050.53.14.000 E014.17.18.000
N050.53.14.000 E014.17.18.000
N050.53.42.000 E014.16.18.000
N050.53.42.000 E014.16.18.000
N050.53.23.000 E014.15.26.000
N050.53.23.000 E014.15.26.000
N050.53.16.000 E014.14.09.000
N050.53.16.000 E014.14.09.000
N050.52.55.000 E014.14.11.000
N050.52.55.000 E014.14.11.000
N050.52.10.000 E014.13.56.000
N050.52.10.000 E014.13.56.000
N050.51.37.000 E014.13.11.000
N050.51.37.000 E014.13.11.000
N050.51.17.000 E014.12.26.000
N050.51.17.000 E014.12.26.000
N050.51.04.000 E014.12.02.000
N050.51.04.000 E014.12.02.000
N050.50.58.000 E014.11.27.000
N050.50.58.000 E014.11.27.000
N050.50.53.000 E014.10.42.000
N050.50.53.000 E014.10.42.000
N050.50.51.000 E014.09.41.000
N050.50.51.000 E014.09.41.000
N050.50.32.000 E014.08.53.000
N050.50.32.000 E014.08.53.000
N050.50.03.000 E014.07.36.000
N050.50.03.000 E014.07.36.000
N050.49.49.000 E014.06.52.000
N050.49.49.000 E014.06.52.000
N050.49.48.000 E014.06.25.000
N050.49.48.000 E014.06.25.000
N050.49.34.000 E014.05.56.000
N050.49.34.000 E014.05.56.000
N050.49.33.000 E014.05.22.000
N050.49.33.000 E014.05.22.000
N050.49.22.000 E014.05.07.000
N050.49.22.000 E014.05.07.000
N050.49.17.000 E014.05.04.000
N050.49.17.000 E014.05.04.000
N050.48.56.000 E014.04.40.000
N050.48.56.000 E014.04.40.000
N050.48.38.000 E014.04.20.000
N050.48.38.000 E014.04.20.000
N050.48.35.000 E014.03.46.000
N050.48.35.000 E014.03.46.000
N050.48.42.000 E014.03.29.000
N050.48.42.000 E014.03.29.000
N050.48.38.000 E014.02.25.000
N050.48.38.000 E014.02.25.000
N050.48.18.000 E014.02.06.000
N050.48.18.000 E014.02.06.000
N050.48.17.000 E014.01.40.000
N050.48.17.000 E014.01.40.000
N050.48.39.000 E014.01.02.000
N050.48.39.000 E014.01.02.000
N050.48.36.000 E014.00.12.000
N050.48.36.000 E014.00.12.000
N050.48.56.000 E013.59.58.000
N050.48.56.000 E013.59.58.000
N050.49.04.000 E013.59.35.000
N050.49.04.000 E013.59.35.000
N050.49.08.000 E013.59.24.000
N050.49.08.000 E013.59.24.000
N050.48.58.000 E013.59.09.000
N050.48.58.000 E013.59.09.000
N050.48.49.000 E013.58.32.000
N050.48.49.000 E013.58.32.000
N050.48.39.000 E013.57.50.000
N050.48.39.000 E013.57.50.000
N050.48.27.000 E013.57.15.000
N050.48.27.000 E013.57.15.000
N050.47.49.000 E013.56.54.000
N050.47.49.000 E013.56.54.000
N050.47.38.000 E013.56.50.000
N050.47.38.000 E013.56.50.000
N050.47.32.000 E013.56.42.000
N050.47.32.000 E013.56.42.000
N050.47.23.000 E013.56.20.000
N050.47.23.000 E013.56.20.000
N050.47.18.000 E013.55.44.000
N050.47.18.000 E013.55.44.000
N050.47.20.000 E013.55.05.000
N050.47.20.000 E013.55.05.000
N050.47.33.000 E013.54.24.000
N050.47.33.000 E013.54.24.000
N050.47.36.000 E013.54.02.000
N050.47.36.000 E013.54.02.000
N050.47.18.000 E013.53.47.000
N050.47.18.000 E013.53.47.000
N050.47.10.000 E013.53.59.000
N050.47.10.000 E013.53.59.000
N050.46.55.000 E013.53.52.000
N050.46.55.000 E013.53.52.000
N050.46.34.000 E013.53.33.000
N050.46.34.000 E013.53.33.000
N050.46.21.000 E013.53.20.000
N050.46.21.000 E013.53.20.000
N050.45.54.000 E013.53.17.000
N050.45.54.000 E013.53.17.000
N050.45.43.000 E013.53.30.000
N050.45.43.000 E013.53.30.000
N050.45.17.000 E013.54.02.000
N050.45.17.000 E013.54.02.000
N050.44.42.000 E013.53.55.000
N050.44.42.000 E013.53.55.000
N050.44.25.000 E013.53.10.000
N050.44.25.000 E013.53.10.000
N050.44.15.000 E013.52.49.000
N050.44.15.000 E013.52.49.000
N050.44.33.000 E013.52.05.000
N050.44.33.000 E013.52.05.000
N050.44.34.000 E013.51.43.000
N050.44.34.000 E013.51.43.000
N050.44.08.000 E013.51.42.000
N050.44.08.000 E013.51.42.000
N050.43.37.000 E013.51.17.000
N050.43.37.000 E013.51.17.000
N050.43.33.000 E013.50.56.000
N050.43.33.000 E013.50.56.000
N050.43.31.000 E013.50.19.000
N050.43.31.000 E013.50.19.000
N050.43.26.000 E013.49.41.000
N050.43.26.000 E013.49.41.000
N050.43.33.000 E013.49.28.000
N050.43.33.000 E013.49.28.000
N050.43.46.000 E013.48.48.000
N050.43.46.000 E013.48.48.000
N050.43.56.000 E013.48.35.000
N050.43.56.000 E013.48.35.000
N050.43.58.000 E013.48.02.000
N050.43.58.000 E013.48.02.000
N050.43.57.000 E013.47.26.000
N050.43.57.000 E013.47.26.000
N050.44.00.000 E013.47.06.000
N050.44.00.000 E013.47.06.000
N050.44.08.000 E013.46.30.000
N050.44.08.000 E013.46.30.000
N050.44.00.000 E013.46.14.000
N050.44.00.000 E013.46.14.000
N050.44.03.000 E013.46.02.000
N050.44.03.000 E013.46.02.000
N050.44.08.000 E013.45.29.000
N050.44.08.000 E013.45.29.000
N050.43.38.000 E013.44.26.000
N050.43.38.000 E013.44.26.000
N050.43.59.000 E013.43.50.000
N050.43.59.000 E013.43.50.000
N050.43.45.000 E013.43.13.000
N050.43.45.000 E013.43.13.000
N050.43.35.000 E013.42.53.000
N050.43.35.000 E013.42.53.000
N050.43.33.000 E013.42.36.000
N050.43.33.000 E013.42.36.000
N050.43.24.000 E013.42.40.000
N050.43.24.000 E013.42.40.000
N050.43.00.000 E013.42.24.000
N050.43.00.000 E013.42.24.000
N050.43.05.000 E013.41.35.000
N050.43.05.000 E013.41.35.000
N050.43.17.000 E013.41.03.000
N050.43.17.000 E013.41.03.000
N050.43.38.000 E013.40.27.000
N050.43.38.000 E013.40.27.000
N050.43.48.000 E013.40.09.000
N050.43.48.000 E013.40.09.000
N050.43.55.000 E013.39.52.000
N050.43.55.000 E013.39.52.000
N050.43.52.000 E013.39.16.000
N050.43.52.000 E013.39.16.000
N050.43.45.000 E013.38.31.000
N050.43.45.000 E013.38.31.000
N050.43.30.000 E013.38.04.000
N050.43.30.000 E013.38.04.000
N050.43.23.000 E013.37.42.000
N050.43.23.000 E013.37.42.000
N050.43.22.000 E013.37.29.000
N050.43.22.000 E013.37.29.000
N050.42.49.000 E013.37.08.000
N050.42.49.000 E013.37.08.000
N050.42.36.000 E013.36.09.000
N050.42.36.000 E013.36.09.000
N050.42.44.000 E013.35.36.000
N050.42.44.000 E013.35.36.000
N050.42.47.000 E013.35.17.000
N050.42.47.000 E013.35.17.000
N050.42.49.000 E013.34.25.000
N050.42.49.000 E013.34.25.000
N050.42.53.000 E013.33.28.000
N050.42.53.000 E013.33.28.000
N050.42.42.000 E013.32.54.000
N050.42.42.000 E013.32.54.000
N050.42.29.000 E013.32.23.000
N050.42.29.000 E013.32.23.000
N050.42.21.000 E013.32.19.000
N050.42.21.000 E013.32.19.000
N050.42.15.000 E013.31.30.000
N050.42.15.000 E013.31.30.000
N050.41.49.000 E013.31.47.000
N050.41.49.000 E013.31.47.000
N050.41.35.000 E013.32.08.000
N050.41.35.000 E013.32.08.000
N050.40.59.000 E013.32.32.000
N050.40.59.000 E013.32.32.000
N050.40.46.000 E013.32.38.000
N050.40.46.000 E013.32.38.000
N050.40.32.000 E013.32.25.000
N050.40.32.000 E013.32.25.000
N050.40.13.000 E013.32.26.000
N050.40.13.000 E013.32.26.000
N050.40.03.000 E013.32.17.000
N050.40.03.000 E013.32.17.000
N050.40.05.000 E013.31.49.000
N050.40.05.000 E013.31.49.000
N050.39.46.000 E013.31.27.000
N050.39.46.000 E013.31.27.000
N050.39.25.000 E013.31.01.000
N050.39.25.000 E013.31.01.000
N050.39.13.000 E013.30.46.000
N050.39.13.000 E013.30.46.000
N050.38.53.000 E013.31.04.000
N050.38.53.000 E013.31.04.000
N050.38.57.000 E013.31.33.000
N050.38.57.000 E013.31.33.000
N050.38.27.000 E013.31.27.000
N050.38.27.000 E013.31.27.000
N050.38.16.000 E013.31.12.000
N050.38.16.000 E013.31.12.000
N050.38.10.000 E013.30.45.000
N050.38.10.000 E013.30.45.000
N050.37.57.000 E013.30.05.000
N050.37.57.000 E013.30.05.000
N050.37.48.000 E013.29.45.000
N050.37.48.000 E013.29.45.000
N050.37.28.000 E013.29.38.000
N050.37.28.000 E013.29.38.000
N050.37.18.000 E013.29.12.000
N050.37.18.000 E013.29.12.000
N050.37.09.000 E013.28.56.000
N050.37.09.000 E013.28.56.000
N050.36.54.000 E013.28.38.000
N050.36.54.000 E013.28.38.000
N050.36.42.000 E013.28.29.000
N050.36.42.000 E013.28.29.000
N050.36.32.000 E013.28.14.000
N050.36.32.000 E013.28.14.000
N050.36.21.000 E013.27.59.000
N050.36.21.000 E013.27.59.000
N050.36.06.000 E013.27.53.000
N050.36.06.000 E013.27.53.000
N050.36.15.000 E013.27.35.000
N050.36.15.000 E013.27.35.000
N050.36.27.000 E013.26.57.000
N050.36.27.000 E013.26.57.000
N050.36.36.000 E013.26.08.000
N050.36.36.000 E013.26.08.000
N050.36.46.000 E013.25.29.000
N050.36.46.000 E013.25.29.000
N050.36.59.000 E013.25.32.000
N050.36.59.000 E013.25.32.000
N050.37.03.000 E013.24.53.000
N050.37.03.000 E013.24.53.000
N050.37.12.000 E013.24.49.000
N050.37.12.000 E013.24.49.000
N050.37.28.000 E013.24.34.000
N050.37.28.000 E013.24.34.000
N050.37.41.000 E013.24.25.000
N050.37.41.000 E013.24.25.000
N050.38.07.000 E013.24.12.000
N050.38.07.000 E013.24.12.000
N050.38.13.000 E013.24.03.000
N050.38.13.000 E013.24.03.000
N050.38.25.000 E013.23.47.000
N050.38.25.000 E013.23.47.000
N050.38.30.000 E013.23.41.000
N050.38.30.000 E013.23.41.000
N050.38.39.000 E013.23.28.000
N050.38.39.000 E013.23.28.000
N050.38.48.000 E013.23.08.000
N050.38.48.000 E013.23.08.000
N050.39.01.000 E013.22.32.000
N050.39.01.000 E013.22.32.000
N050.38.59.000 E013.22.13.000
N050.38.59.000 E013.22.13.000
N050.38.37.000 E013.22.22.000
N050.38.37.000 E013.22.22.000
N050.38.27.000 E013.22.24.000
N050.38.27.000 E013.22.24.000
N050.38.11.000 E013.22.31.000
N050.38.11.000 E013.22.31.000
N050.38.04.000 E013.22.30.000
N050.38.04.000 E013.22.30.000
N050.37.42.000 E013.22.40.000
N050.37.42.000 E013.22.40.000
N050.37.29.000 E013.22.11.000
N050.37.29.000 E013.22.11.000
N050.37.04.000 E013.21.55.000
N050.37.04.000 E013.21.55.000
N050.37.09.000 E013.21.46.000
N050.37.09.000 E013.21.46.000
N050.36.58.000 E013.21.31.000
N050.36.58.000 E013.21.31.000
N050.36.49.000 E013.21.06.000
N050.36.49.000 E013.21.06.000
N050.36.45.000 E013.20.37.000
N050.36.45.000 E013.20.37.000
N050.36.42.000 E013.20.14.000
N050.36.42.000 E013.20.14.000
N050.36.36.000 E013.20.08.000
N050.36.36.000 E013.20.08.000
N050.36.28.000 E013.19.54.000
N050.36.28.000 E013.19.54.000
N050.36.16.000 E013.19.33.000
N050.36.16.000 E013.19.33.000
N050.35.50.000 E013.19.22.000
N050.35.50.000 E013.19.22.000
N050.35.15.000 E013.19.27.000
N050.35.15.000 E013.19.27.000
N050.34.51.000 E013.19.23.000
N050.34.51.000 E013.19.23.000
N050.34.46.000 E013.18.18.000
N050.34.46.000 E013.18.18.000
N050.34.29.000 E013.17.27.000
N050.34.29.000 E013.17.27.000
N050.34.45.000 E013.17.13.000
N050.34.45.000 E013.17.13.000
N050.35.15.000 E013.17.04.000
N050.35.15.000 E013.17.04.000
N050.35.34.000 E013.16.43.000
N050.35.34.000 E013.16.43.000
N050.35.31.000 E013.15.36.000
N050.35.31.000 E013.15.36.000
N050.35.40.000 E013.15.06.000
N050.35.40.000 E013.15.06.000
N050.35.13.000 E013.14.51.000
N050.35.13.000 E013.14.51.000
N050.34.48.000 E013.14.14.000
N050.34.48.000 E013.14.14.000
N050.34.35.000 E013.14.03.000
N050.34.35.000 E013.14.03.000
N050.34.25.000 E013.14.08.000
N050.34.25.000 E013.14.08.000
N050.33.58.000 E013.13.33.000
N050.33.58.000 E013.13.33.000
N050.33.48.000 E013.13.22.000
N050.33.48.000 E013.13.22.000
N050.33.40.000 E013.13.27.000
N050.33.40.000 E013.13.27.000
N050.33.23.000 E013.13.38.000
N050.33.23.000 E013.13.38.000
N050.32.60.000 E013.13.45.000
N050.32.60.000 E013.13.45.000
N050.32.45.000 E013.13.18.000
N050.32.45.000 E013.13.18.000
N050.32.31.000 E013.13.19.000
N050.32.31.000 E013.13.19.000
N050.32.15.000 E013.13.06.000
N050.32.15.000 E013.13.06.000
N050.31.58.000 E013.12.44.000
N050.31.58.000 E013.12.44.000
N050.31.32.000 E013.12.33.000
N050.31.32.000 E013.12.33.000
N050.31.12.000 E013.12.19.000
N050.31.12.000 E013.12.19.000
N050.30.51.000 E013.11.40.000
N050.30.51.000 E013.11.40.000
N050.30.31.000 E013.11.43.000
N050.30.31.000 E013.11.43.000
N050.30.15.000 E013.11.48.000
N050.30.15.000 E013.11.48.000
N050.30.14.000 E013.11.17.000
N050.30.14.000 E013.11.17.000
N050.30.21.000 E013.10.16.000
N050.30.21.000 E013.10.16.000
N050.30.30.000 E013.09.12.000
N050.30.30.000 E013.09.12.000
N050.30.27.000 E013.08.48.000
N050.30.27.000 E013.08.48.000
N050.30.20.000 E013.08.33.000
N050.30.20.000 E013.08.33.000
N050.30.40.000 E013.08.19.000
N050.30.40.000 E013.08.19.000
N050.30.51.000 E013.08.04.000
N050.30.51.000 E013.08.04.000
N050.31.07.000 E013.07.57.000
N050.31.07.000 E013.07.57.000
N050.30.52.000 E013.07.21.000
N050.30.52.000 E013.07.21.000
N050.30.35.000 E013.06.55.000
N050.30.35.000 E013.06.55.000
N050.30.09.000 E013.05.58.000
N050.30.09.000 E013.05.58.000
N050.30.00.000 E013.05.07.000
N050.30.00.000 E013.05.07.000
N050.30.03.000 E013.04.22.000
N050.30.03.000 E013.04.22.000
N050.30.16.000 E013.03.08.000
N050.30.16.000 E013.03.08.000
N050.30.41.000 E013.02.33.000
N050.30.41.000 E013.02.33.000
N050.30.33.000 E013.02.11.000
N050.30.33.000 E013.02.11.000
N050.30.29.000 E013.01.50.000
N050.30.29.000 E013.01.50.000
N050.29.13.000 E013.01.21.000
N050.29.13.000 E013.01.21.000
N050.28.43.000 E013.01.15.000
N050.28.43.000 E013.01.15.000
N050.28.01.000 E013.01.06.000
N050.28.01.000 E013.01.06.000
N050.27.31.000 E013.01.12.000
N050.27.31.000 E013.01.12.000
N050.27.19.000 E013.01.19.000
N050.27.19.000 E013.01.19.000
N050.26.57.000 E013.01.17.000
N050.26.57.000 E013.01.17.000
N050.26.47.000 E013.01.11.000
N050.26.47.000 E013.01.11.000
N050.26.31.000 E013.00.41.000
N050.26.31.000 E013.00.41.000
N050.26.14.000 E013.00.09.000
N050.26.14.000 E013.00.09.000
N050.25.48.000 E012.59.35.000
N050.25.48.000 E012.59.35.000
N050.25.17.000 E012.59.14.000
N050.25.17.000 E012.59.14.000
N050.25.10.000 E012.58.51.000
N050.25.10.000 E012.58.51.000
N050.24.58.000 E012.58.08.000
N050.24.58.000 E012.58.08.000
N050.24.48.000 E012.56.51.000
N050.24.48.000 E012.56.51.000
N050.24.30.000 E012.56.25.000
N050.24.30.000 E012.56.25.000
N050.24.21.000 E012.56.38.000
N050.24.21.000 E012.56.38.000
N050.24.15.000 E012.56.53.000
N050.24.15.000 E012.56.53.000
N050.24.22.000 E012.56.14.000
N050.24.22.000 E012.56.14.000
N050.24.33.000 E012.56.13.000
N050.24.33.000 E012.56.13.000
N050.24.58.000 E012.55.29.000
N050.24.58.000 E012.55.29.000
N050.25.19.000 E012.54.21.000
N050.25.19.000 E012.54.21.000
N050.25.47.000 E012.53.40.000
N050.25.47.000 E012.53.40.000
N050.26.15.000 E012.52.22.000
N050.26.15.000 E012.52.22.000
N050.26.51.000 E012.50.56.000
N050.26.51.000 E012.50.56.000
N050.27.16.000 E012.50.02.000
N050.27.16.000 E012.50.02.000
N050.27.29.000 E012.49.06.000
N050.27.29.000 E012.49.06.000
N050.27.14.000 E012.49.05.000
N050.27.14.000 E012.49.05.000
N050.26.48.000 E012.48.45.000
N050.26.48.000 E012.48.45.000
N050.26.36.000 E012.48.23.000
N050.26.36.000 E012.48.23.000
N050.26.11.000 E012.48.40.000
N050.26.11.000 E012.48.40.000
N050.26.32.000 E012.47.59.000
N050.26.32.000 E012.47.59.000
N050.26.36.000 E012.46.32.000
N050.26.36.000 E012.46.32.000
N050.25.34.000 E012.43.52.000
N050.25.34.000 E012.43.52.000
N050.25.17.000 E012.43.47.000
N050.25.17.000 E012.43.47.000
N050.24.30.000 E012.42.28.000
N050.24.30.000 E012.42.28.000
N050.24.07.000 E012.42.32.000
N050.24.07.000 E012.42.32.000
N050.23.54.000 E012.42.17.000
N050.23.54.000 E012.42.17.000
N050.24.13.000 E012.41.43.000
N050.24.13.000 E012.41.43.000
N050.24.28.000 E012.41.15.000
N050.24.28.000 E012.41.15.000
N050.24.55.000 E012.40.33.000
N050.24.55.000 E012.40.33.000
N050.24.58.000 E012.40.14.000
N050.24.58.000 E012.40.14.000
N050.24.37.000 E012.38.48.000
N050.24.37.000 E012.38.48.000
N050.24.48.000 E012.38.11.000
N050.24.48.000 E012.38.11.000
N050.24.58.000 E012.37.38.000
N050.24.58.000 E012.37.38.000
N050.24.56.000 E012.37.00.000
N050.24.56.000 E012.37.00.000
N050.24.39.000 E012.36.30.000
N050.24.39.000 E012.36.30.000
N050.24.20.000 E012.35.59.000
N050.24.20.000 E012.35.59.000
N050.24.27.000 E012.35.28.000
N050.24.27.000 E012.35.28.000
N050.24.12.000 E012.34.29.000
N050.24.12.000 E012.34.29.000
N050.23.57.000 E012.33.29.000
N050.23.57.000 E012.33.29.000
N050.24.03.000 E012.32.45.000
N050.24.03.000 E012.32.45.000
N050.23.54.000 E012.32.31.000
N050.23.54.000 E012.32.31.000
N050.23.58.000 E012.32.13.000
N050.23.58.000 E012.32.13.000
N050.23.49.000 E012.31.45.000
N050.23.49.000 E012.31.45.000
N050.23.50.000 E012.31.00.000
N050.23.50.000 E012.31.00.000
N050.23.41.000 E012.30.43.000
N050.23.41.000 E012.30.43.000
N050.23.13.000 E012.30.11.000
N050.23.13.000 E012.30.11.000
N050.22.32.000 E012.29.24.000
N050.22.32.000 E012.29.24.000
N050.22.02.000 E012.29.17.000
N050.22.02.000 E012.29.17.000
N050.21.37.000 E012.29.23.000
N050.21.37.000 E012.29.23.000
N050.21.22.000 E012.29.33.000
N050.21.22.000 E012.29.33.000
N050.20.59.000 E012.29.22.000
N050.20.59.000 E012.29.22.000
N050.20.49.000 E012.29.02.000
N050.20.49.000 E012.29.02.000
N050.20.56.000 E012.28.45.000
N050.20.56.000 E012.28.45.000
N050.21.16.000 E012.28.06.000
N050.21.16.000 E012.28.06.000
N050.20.54.000 E012.27.30.000
N050.20.54.000 E012.27.30.000
N050.20.46.000 E012.26.58.000
N050.20.46.000 E012.26.58.000
N050.20.16.000 E012.26.24.000
N050.20.16.000 E012.26.24.000
N050.19.52.000 E012.26.12.000
N050.19.52.000 E012.26.12.000
N050.19.35.000 E012.26.04.000
N050.19.35.000 E012.26.04.000
N050.19.28.000 E012.25.31.000
N050.19.28.000 E012.25.31.000
N050.19.21.000 E012.25.16.000
N050.19.21.000 E012.25.16.000
N050.19.23.000 E012.24.32.000
N050.19.23.000 E012.24.32.000
N050.19.17.000 E012.23.54.000
N050.19.17.000 E012.23.54.000
N050.19.07.000 E012.24.02.000
N050.19.07.000 E012.24.02.000
N050.18.02.000 E012.24.10.000
N050.18.02.000 E012.24.10.000
N050.17.46.000 E012.24.03.000
N050.17.46.000 E012.24.03.000
N050.17.29.000 E012.23.44.000
N050.17.29.000 E012.23.44.000
N050.17.20.000 E012.22.55.000
N050.17.20.000 E012.22.55.000
N050.17.06.000 E012.22.14.000
N050.17.06.000 E012.22.14.000
N050.16.52.000 E012.21.59.000
N050.16.52.000 E012.21.59.000
N050.16.10.000 E012.21.40.000
N050.16.10.000 E012.21.40.000
N050.15.52.000 E012.21.23.000
N050.15.52.000 E012.21.23.000
N050.15.23.000 E012.21.06.000
N050.15.23.000 E012.21.06.000
N050.14.41.000 E012.21.24.000
N050.14.41.000 E012.21.24.000
N050.14.31.000 E012.21.33.000
N050.14.31.000 E012.21.33.000
N050.14.23.000 E012.21.11.000
N050.14.23.000 E012.21.11.000
N050.14.18.000 E012.21.14.000
N050.14.18.000 E012.21.14.000
N050.14.13.000 E012.21.04.000
N050.14.13.000 E012.21.04.000
N050.14.10.000 E012.20.57.000
N050.14.10.000 E012.20.57.000
N050.14.26.000 E012.20.31.000
N050.14.26.000 E012.20.31.000
N050.14.32.000 E012.20.07.000
N050.14.32.000 E012.20.07.000
N050.14.31.000 E012.20.00.000
N050.14.31.000 E012.20.00.000
N050.14.19.000 E012.19.57.000
N050.14.19.000 E012.19.57.000
N050.14.02.000 E012.20.03.000
N050.14.02.000 E012.20.03.000
N050.13.59.000 E012.19.55.000
N050.13.59.000 E012.19.55.000
N050.13.28.000 E012.19.52.000
N050.13.28.000 E012.19.52.000
N050.13.02.000 E012.20.04.000
N050.13.02.000 E012.20.04.000
N050.12.37.000 E012.19.38.000
N050.12.37.000 E012.19.38.000
N050.12.07.000 E012.19.35.000
N050.12.07.000 E012.19.35.000
N050.11.57.000 E012.20.00.000
N050.11.57.000 E012.20.00.000
N050.11.32.000 E012.20.18.000
N050.11.32.000 E012.20.18.000
N050.11.09.000 E012.19.45.000
N050.11.09.000 E012.19.45.000
N050.10.54.000 E012.19.34.000
N050.10.54.000 E012.19.34.000
N050.10.53.000 E012.19.24.000
N050.10.53.000 E012.19.24.000
N050.10.36.000 E012.19.36.000
N050.10.36.000 E012.19.36.000
N050.10.32.000 E012.19.56.000
N050.10.32.000 E012.19.56.000
N050.10.19.000 E012.20.07.000
N050.10.19.000 E012.20.07.000
N050.10.22.000 E012.19.36.000
N050.10.22.000 E012.19.36.000
N050.10.18.000 E012.19.10.000
N050.10.18.000 E012.19.10.000
N050.10.31.000 E012.18.12.000
N050.10.31.000 E012.18.12.000
N050.10.36.000 E012.17.21.000
N050.10.36.000 E012.17.21.000
N050.10.42.000 E012.17.30.000
N050.10.42.000 E012.17.30.000
N050.10.49.000 E012.17.32.000
N050.10.49.000 E012.17.32.000
N050.11.08.000 E012.17.09.000
N050.11.08.000 E012.17.09.000
N050.11.23.000 E012.17.05.000
N050.11.23.000 E012.17.05.000
N050.11.29.000 E012.16.38.000
N050.11.29.000 E012.16.38.000
N050.11.47.000 E012.16.28.000
N050.11.47.000 E012.16.28.000
N050.12.00.000 E012.16.57.000
N050.12.00.000 E012.16.57.000
N050.12.17.000 E012.17.17.000
N050.12.17.000 E012.17.17.000
N050.12.26.000 E012.17.09.000
N050.12.26.000 E012.17.09.000
N050.12.37.000 E012.17.20.000
N050.12.37.000 E012.17.20.000
N050.12.47.000 E012.16.57.000
N050.12.47.000 E012.16.57.000
N050.12.56.000 E012.17.10.000
N050.12.56.000 E012.17.10.000
N050.13.15.000 E012.17.38.000
N050.13.15.000 E012.17.38.000
N050.13.22.000 E012.16.41.000
N050.13.22.000 E012.16.41.000
N050.13.27.000 E012.16.45.000
N050.13.27.000 E012.16.45.000
N050.13.31.000 E012.17.12.000
N050.13.31.000 E012.17.12.000
N050.13.59.000 E012.16.29.000
N050.13.59.000 E012.16.29.000
N050.14.02.000 E012.15.47.000
N050.14.02.000 E012.15.47.000
N050.14.05.000 E012.15.48.000
N050.14.05.000 E012.15.48.000
N050.14.04.000 E012.15.38.000
N050.14.04.000 E012.15.38.000
N050.14.25.000 E012.15.13.000
N050.14.25.000 E012.15.13.000
N050.14.41.000 E012.14.27.000
N050.14.41.000 E012.14.27.000
N050.15.03.000 E012.14.29.000
N050.15.03.000 E012.14.29.000
N050.15.16.000 E012.14.59.000
N050.15.16.000 E012.14.59.000
N050.15.26.000 E012.14.48.000
N050.15.26.000 E012.14.48.000
N050.15.04.000 E012.15.17.000
N050.15.04.000 E012.15.17.000
N050.15.03.000 E012.15.36.000
N050.15.03.000 E012.15.36.000
N050.15.09.000 E012.15.52.000
N050.15.09.000 E012.15.52.000
N050.15.28.000 E012.15.54.000
N050.15.28.000 E012.15.54.000
N050.15.40.000 E012.15.41.000
N050.15.40.000 E012.15.41.000
N050.16.12.000 E012.15.03.000
N050.16.12.000 E012.15.03.000
N050.16.14.000 E012.14.59.000
N050.16.14.000 E012.14.59.000
N050.16.09.000 E012.14.53.000
N050.16.09.000 E012.14.53.000
N050.16.11.000 E012.14.17.000
N050.16.11.000 E012.14.17.000
N050.16.15.000 E012.13.57.000
N050.16.15.000 E012.13.57.000
N050.16.16.000 E012.12.40.000
N050.16.16.000 E012.12.40.000
N050.16.27.000 E012.11.60.000
N050.16.27.000 E012.11.60.000
N050.17.17.000 E012.12.07.000
N050.17.17.000 E012.12.07.000
N050.17.29.000 E012.11.51.000
N050.17.29.000 E012.11.51.000
N050.18.09.000 E012.11.55.000
N050.18.09.000 E012.11.55.000
N050.18.23.000 E012.11.58.000
N050.18.23.000 E012.11.58.000
N050.18.38.000 E012.11.32.000
N050.18.38.000 E012.11.32.000
N050.18.51.000 E012.11.05.000
N050.18.51.000 E012.11.05.000
N050.18.57.000 E012.11.00.000
N050.18.57.000 E012.11.00.000
N050.19.08.000 E012.11.06.000
N050.19.08.000 E012.11.06.000
N050.19.22.000 E012.10.31.000
N050.19.22.000 E012.10.31.000
N050.19.18.000 E012.08.47.000
N050.19.18.000 E012.08.47.000
N050.19.11.000 E012.08.07.000
N050.19.11.000 E012.08.07.000
N050.19.08.000 E012.07.49.000
N050.19.08.000 E012.07.49.000
N050.18.54.000 E012.07.29.000
N050.18.54.000 E012.07.29.000
N050.19.08.000 E012.06.51.000
N050.19.08.000 E012.06.51.000
N050.19.15.000 E012.06.49.000
N050.19.15.000 E012.06.49.000
N050.19.20.000 E012.06.23.000
N050.19.20.000 E012.06.23.000
N050.19.04.000 E012.06.02.000
N050.19.04.000 E012.06.02.000
N050.18.52.000 E012.06.17.000
N050.18.52.000 E012.06.17.000
N050.18.49.000 E012.06.33.000
N050.18.49.000 E012.06.33.000
N050.18.46.000 E012.06.49.000
N050.18.46.000 E012.06.49.000
N050.18.43.000 E012.06.56.000
N050.18.43.000 E012.06.56.000
N050.18.33.000 E012.07.20.000
N050.18.33.000 E012.07.20.000
N050.18.22.000 E012.07.34.000
N050.18.22.000 E012.07.34.000
N050.17.55.000 E012.07.09.000
N050.17.55.000 E012.07.09.000
N050.17.27.000 E012.07.22.000
N050.17.27.000 E012.07.22.000
N050.17.01.000 E012.08.09.000
N050.17.01.000 E012.08.09.000
N050.16.40.000 E012.08.24.000
N050.16.40.000 E012.08.24.000
N050.16.27.000 E012.08.09.000
N050.16.27.000 E012.08.09.000
N050.16.06.000 E012.07.13.000
N050.16.06.000 E012.07.13.000
N050.15.59.000 E012.07.07.000
N050.15.59.000 E012.07.07.000
N050.16.03.000 E012.06.44.000
N050.16.03.000 E012.06.44.000
N050.15.44.000 E012.05.51.000
N050.15.44.000 E012.05.51.000
N050.15.20.000 E012.06.09.000
N050.15.20.000 E012.06.09.000
N050.15.08.000 E012.05.26.000
N050.15.08.000 E012.05.26.000
